State,District,Crop,Year,Season,Area,Production,Yield,Annual_Rainfall
Bihar,BEGUSARAI,Maize,2006,Rabi,17164.0,68175.0,3.971976229,1052.8
Bihar,BEGUSARAI,Maize,2006,Summer,3445.0,11863.0,3.443541364,1052.8
Bihar,BHAGALPUR,Maize,2004,Kharif,25109.0,37755.0,1.503644112,1147.8
Bihar,BHAGALPUR,Maize,2004,Rabi,10399.0,31103.0,2.990960669,1147.8
Bihar,BHAGALPUR,Maize,2004,Summer,9480.0,29551.0,3.117194093,1147.8
Bihar,BHAGALPUR,Maize,2005,Kharif,26201.0,38811.0,1.48127934,907.8
Bihar,BHAGALPUR,Maize,2005,Rabi,10516.0,22357.0,2.125998479,907.8
Bihar,BHAGALPUR,Maize,2005,Summer,10328.0,28602.0,2.769364833,907.8
Bihar,BHAGALPUR,Maize,2006,Kharif,25812.0,35553.0,1.377382613,1052.8
Bihar,BHAGALPUR,Maize,2006,Rabi,10838.0,42691.0,3.939010888,1052.8
Bihar,BHAGALPUR,Maize,2006,Summer,7788.0,26655.0,3.42257319,1052.8
Bihar,BHOJPUR,Maize,2004,Kharif,3543.0,5878.0,1.659046006,1147.8
Bihar,BHOJPUR,Maize,2004,Rabi,57.0,279.0,4.894736842,1147.8
Bihar,BHOJPUR,Maize,2004,Summer,791.0,2267.0,2.865992415,1147.8
Bihar,BHOJPUR,Maize,2005,Kharif,2920.0,4924.0,1.68630137,907.8
Bihar,BHOJPUR,Maize,2005,Rabi,47.0,115.0,2.446808511,907.8
Bihar,BHOJPUR,Maize,2005,Summer,756.0,1895.0,2.506613757,907.8
Bihar,BHOJPUR,Maize,2006,Kharif,2870.0,4497.0,1.566898955,1052.8
Bihar,BHOJPUR,Maize,2006,Rabi,53.0,119.0,2.245283019,1052.8
Bihar,BHOJPUR,Maize,2006,Summer,728.0,2386.0,3.277472527,1052.8
Bihar,BUXAR,Maize,2004,Kharif,3908.0,5026.0,1.286079836,1147.8
Bihar,BUXAR,Maize,2004,Summer,134.0,358.0,2.671641791,1147.8
Bihar,BUXAR,Maize,2005,Kharif,3436.0,4287.0,1.247671711,907.8
Bihar,BUXAR,Maize,2005,Rabi,82.0,201.0,2.451219512,907.8
Bihar,BUXAR,Maize,2005,Summer,87.0,206.0,2.367816092,907.8
Bihar,BUXAR,Maize,2006,Kharif,4117.0,4408.0,1.070682536,1052.8
Bihar,BUXAR,Maize,2006,Rabi,81.0,182.0,2.24691358,1052.8
Bihar,BUXAR,Maize,2006,Summer,88.0,265.0,3.011363636,1052.8
Bihar,DARBHANGA,Maize,2004,Kharif,1885.0,2464.0,1.307161804,1147.8
Bihar,DARBHANGA,Maize,2004,Rabi,7220.0,15133.0,2.09598338,1147.8
Bihar,DARBHANGA,Maize,2004,Summer,2006.0,4126.0,2.056829511,1147.8
Bihar,DARBHANGA,Maize,2005,Kharif,2212.0,2885.0,1.304249548,907.8
Bihar,DARBHANGA,Maize,2005,Rabi,7544.0,15179.0,2.012062566,907.8
Bihar,DARBHANGA,Maize,2005,Summer,3421.0,8687.0,2.539315989,907.8
Bihar,DARBHANGA,Maize,2006,Kharif,2198.0,3424.0,1.5577798,1052.8
Bihar,DARBHANGA,Maize,2006,Rabi,7871.0,22424.0,2.848939144,1052.8
Bihar,DARBHANGA,Maize,2006,Summer,3349.0,10519.0,3.140937593,1052.8
Bihar,GAYA,Maize,2004,Kharif,6506.0,9265.0,1.424070089,1147.8
Bihar,GAYA,Maize,2004,Rabi,151.0,467.0,3.092715232,1147.8
Bihar,GAYA,Maize,2004,Summer,1628.0,4908.0,3.014742015,1147.8
Bihar,GAYA,Maize,2005,Kharif,4925.0,6267.0,1.27248731,907.8
Bihar,GAYA,Maize,2005,Rabi,98.0,299.0,3.051020408,907.8
Bihar,GAYA,Maize,2005,Summer,1216.0,2997.0,2.464638158,907.8
Bihar,GAYA,Maize,2006,Kharif,4940.0,6723.0,1.360931174,1052.8
Bihar,GAYA,Maize,2006,Rabi,90.0,325.0,3.611111111,1052.8
Bihar,GAYA,Maize,2006,Summer,1226.0,4177.0,3.407014682,1052.8
Bihar,GOPALGANJ,Maize,2004,Kharif,8631.0,13984.0,1.620206233,1147.8
Bihar,GOPALGANJ,Maize,2004,Rabi,6206.0,16551.0,2.666935224,1147.8
Bihar,GOPALGANJ,Maize,2004,Summer,1876.0,6112.0,3.257995736,1147.8
Bihar,GOPALGANJ,Maize,2005,Kharif,8009.0,13036.0,1.627668873,907.8
Bihar,GOPALGANJ,Maize,2005,Rabi,6405.0,11209.0,1.750039032,907.8
Bihar,GOPALGANJ,Maize,2005,Summer,1906.0,3174.0,1.665267576,907.8
Bihar,GOPALGANJ,Maize,2006,Kharif,7592.0,11414.0,1.503424658,1052.8
Bihar,GOPALGANJ,Maize,2006,Rabi,5626.0,11134.0,1.979025951,1052.8
Bihar,GOPALGANJ,Maize,2006,Summer,1707.0,5611.0,3.28705331,1052.8
Bihar,JAMUI,Maize,2004,Kharif,5633.0,2980.0,0.529025386,1147.8
Bihar,JAMUI,Maize,2004,Rabi,216.0,682.0,3.157407407,1147.8
Bihar,JAMUI,Maize,2004,Summer,349.0,771.0,2.209169054,1147.8
Bihar,JAMUI,Maize,2005,Kharif,5330.0,2896.0,0.543339587,907.8
Bihar,JAMUI,Maize,2005,Rabi,56.0,221.0,3.946428571,907.8
Bihar,JAMUI,Maize,2005,Summer,164.0,342.0,2.085365854,907.8
Bihar,JAMUI,Maize,2006,Kharif,4725.0,4495.0,0.951322751,1052.8
Bihar,JAMUI,Maize,2006,Rabi,92.0,455.0,4.945652174,1052.8
Bihar,JAMUI,Maize,2006,Summer,216.0,661.0,3.060185185,1052.8
Bihar,JEHANABAD,Maize,2004,Kharif,353.0,470.0,1.331444759,1147.8
Bihar,JEHANABAD,Maize,2004,Rabi,168.0,520.0,3.095238095,1147.8
Bihar,JEHANABAD,Maize,2004,Summer,158.0,493.0,3.120253165,1147.8
Bihar,JEHANABAD,Maize,2005,Kharif,308.0,330.0,1.071428571,907.8
Bihar,JEHANABAD,Maize,2005,Rabi,134.0,408.0,3.044776119,907.8
Bihar,JEHANABAD,Maize,2005,Summer,148.0,362.0,2.445945946,907.8
Bihar,JEHANABAD,Maize,2006,Kharif,690.0,959.0,1.389855072,1052.8
Bihar,JEHANABAD,Maize,2006,Rabi,195.0,705.0,3.615384615,1052.8
Bihar,JEHANABAD,Maize,2006,Summer,395.0,1403.0,3.551898734,1052.8
Bihar,KAIMUR (BHABUA),Maize,2004,Kharif,338.0,436.0,1.289940828,1147.8
Bihar,KAIMUR (BHABUA),Maize,2004,Rabi,5.0,25.0,5.0,1147.8
Bihar,KAIMUR (BHABUA),Maize,2004,Summer,24.0,82.0,3.416666667,1147.8
Bihar,KAIMUR (BHABUA),Maize,2005,Kharif,498.0,701.0,1.407630522,907.8
Bihar,KAIMUR (BHABUA),Maize,2005,Summer,26.0,62.0,2.384615385,907.8
Bihar,KAIMUR (BHABUA),Maize,2006,Kharif,356.0,470.0,1.320224719,1052.8
Bihar,KATIHAR,Maize,2004,Kharif,13194.0,27227.0,2.06358951,1147.8
Bihar,KATIHAR,Maize,2004,Rabi,13496.0,41554.0,3.078986366,1147.8
Bihar,KATIHAR,Maize,2004,Summer,9822.0,25634.0,2.609855427,1147.8
Bihar,KATIHAR,Maize,2005,Kharif,18941.0,43069.0,2.273850377,907.8
Bihar,KATIHAR,Maize,2005,Rabi,15753.0,48094.0,3.053005777,907.8
Bihar,KATIHAR,Maize,2005,Summer,15706.0,32161.0,2.047688781,907.8
Bihar,KATIHAR,Maize,2006,Kharif,10681.0,21259.0,1.990356708,1052.8
Bihar,KATIHAR,Maize,2006,Rabi,15519.0,48931.0,3.152973774,1052.8
Bihar,KATIHAR,Maize,2006,Summer,14890.0,71515.0,4.802887844,1052.8
Bihar,KHAGARIA,Maize,2004,Kharif,15003.0,23592.0,1.572485503,1147.8
Bihar,KHAGARIA,Maize,2004,Rabi,24559.0,93963.0,3.826010831,1147.8
Bihar,KHAGARIA,Maize,2004,Summer,8836.0,19467.0,2.20314622,1147.8
Bihar,KHAGARIA,Maize,2005,Kharif,15202.0,23911.0,1.572885147,907.8
Bihar,KHAGARIA,Maize,2005,Rabi,29868.0,129448.0,4.334002946,907.8
Bihar,KHAGARIA,Maize,2005,Summer,7104.0,14281.0,2.010275901,907.8
Bihar,KHAGARIA,Maize,2006,Kharif,14828.0,17810.0,1.201106016,1052.8
Bihar,KHAGARIA,Maize,2006,Rabi,32400.0,181926.0,5.615,1052.8
Bihar,KHAGARIA,Maize,2006,Summer,7509.0,25139.0,3.347849248,1052.8
Bihar,KISHANGANJ,Maize,2004,Kharif,161.0,296.0,1.838509317,1147.8
Bihar,KISHANGANJ,Maize,2004,Rabi,271.0,834.0,3.077490775,1147.8
Bihar,KISHANGANJ,Maize,2004,Summer,192.0,533.0,2.776041667,1147.8
Bihar,KISHANGANJ,Maize,2005,Kharif,151.0,283.0,1.874172185,907.8
Bihar,KISHANGANJ,Maize,2005,Rabi,922.0,2507.0,2.719088937,907.8
Bihar,KISHANGANJ,Maize,2005,Summer,213.0,427.0,2.004694836,907.8
Bihar,KISHANGANJ,Maize,2006,Kharif,441.0,952.0,2.158730159,1052.8
Bihar,KISHANGANJ,Maize,2006,Rabi,4064.0,14135.0,3.478100394,1052.8
Bihar,KISHANGANJ,Maize,2006,Summer,244.0,1230.0,5.040983607,1052.8
Bihar,LAKHISARAI,Maize,2004,Kharif,7075.0,8288.0,1.171448763,1147.8
Bihar,LAKHISARAI,Maize,2004,Rabi,841.0,2657.0,3.159334126,1147.8
Bihar,LAKHISARAI,Maize,2004,Summer,46.0,103.0,2.239130435,1147.8
Bihar,LAKHISARAI,Maize,2005,Kharif,9473.0,11624.0,1.227066399,907.8
Bihar,LAKHISARAI,Maize,2005,Rabi,541.0,2137.0,3.950092421,907.8
Bihar,LAKHISARAI,Maize,2006,Kharif,7601.0,9496.0,1.249309301,1052.8
Bihar,LAKHISARAI,Maize,2006,Rabi,541.0,2673.0,4.940850277,1052.8
Bihar,LAKHISARAI,Maize,2006,Summer,10.0,34.0,3.4,1052.8
Bihar,MADHEPURA,Maize,2004,Kharif,4076.0,10953.0,2.687193327,1147.8
Bihar,MADHEPURA,Maize,2004,Rabi,13536.0,51586.0,3.811022459,1147.8
Bihar,MADHEPURA,Maize,2004,Summer,18225.0,84483.0,4.635555556,1147.8
Bihar,MADHEPURA,Maize,2005,Kharif,4120.0,11466.0,2.783009709,907.8
Bihar,MADHEPURA,Maize,2005,Rabi,14976.0,47025.0,3.140024038,907.8
Bihar,MADHEPURA,Maize,2005,Summer,18530.0,52644.0,2.841014571,907.8
Bihar,MADHEPURA,Maize,2006,Kharif,3748.0,9840.0,2.625400213,1052.8
Bihar,MADHEPURA,Maize,2006,Rabi,16579.0,47946.0,2.891971772,1052.8
Bihar,MADHEPURA,Maize,2006,Summer,19483.0,57051.0,2.928245137,1052.8
Bihar,MADHUBANI,Maize,2004,Kharif,1769.0,2318.0,1.310344828,1147.8
Bihar,MADHUBANI,Maize,2004,Rabi,50.0,138.0,2.76,1147.8
Bihar,MADHUBANI,Maize,2004,Summer,240.0,532.0,2.216666667,1147.8
Bihar,MADHUBANI,Maize,2005,Kharif,1871.0,2449.0,1.308925708,907.8
Bihar,MADHUBANI,Maize,2005,Rabi,101.0,276.0,2.732673267,907.8
Bihar,MADHUBANI,Maize,2005,Summer,271.0,630.0,2.324723247,907.8
Bihar,MADHUBANI,Maize,2006,Kharif,650.0,1011.0,1.555384615,1052.8
Bihar,MADHUBANI,Maize,2006,Rabi,302.0,1286.0,4.258278146,1052.8
Bihar,MADHUBANI,Maize,2006,Summer,265.0,981.0,3.701886792,1052.8
Bihar,MUNGER,Maize,2004,Kharif,8676.0,13003.0,1.498732135,1147.8
Bihar,MUNGER,Maize,2004,Rabi,2009.0,3397.0,1.690890991,1147.8
Bihar,MUNGER,Maize,2004,Summer,1182.0,2609.0,2.207275804,1147.8
Bihar,MUNGER,Maize,2005,Kharif,8378.0,12545.0,1.497374075,907.8
Bihar,MUNGER,Maize,2005,Rabi,756.0,1510.0,1.997354497,907.8
Bihar,MUNGER,Maize,2005,Summer,1825.0,3190.0,1.747945205,907.8
Bihar,MUNGER,Maize,2006,Kharif,4200.0,5863.0,1.395952381,1052.8
Bihar,MUNGER,Maize,2006,Rabi,1820.0,3802.0,2.089010989,1052.8
Bihar,MUNGER,Maize,2006,Summer,1768.0,5796.0,3.278280543,1052.8
Bihar,MUZAFFARPUR,Maize,2004,Kharif,9077.0,16664.0,1.835848849,1147.8
Bihar,MUZAFFARPUR,Maize,2004,Rabi,12218.0,35151.0,2.876984777,1147.8
Bihar,MUZAFFARPUR,Maize,2004,Summer,12105.0,49283.0,4.071292854,1147.8
Bihar,MUZAFFARPUR,Maize,2005,Kharif,3506.0,5482.0,1.563605248,907.8
Bihar,MUZAFFARPUR,Maize,2005,Rabi,10146.0,39356.0,3.878967081,907.8
Bihar,MUZAFFARPUR,Maize,2005,Summer,13138.0,26196.0,1.993910793,907.8
Bihar,MUZAFFARPUR,Maize,2006,Kharif,3031.0,4059.0,1.339161993,1052.8
Bihar,MUZAFFARPUR,Maize,2006,Rabi,8549.0,22484.0,2.630015206,1052.8
Bihar,MUZAFFARPUR,Maize,2006,Summer,10963.0,22255.0,2.030010034,1052.8
Bihar,NALANDA,Maize,2004,Kharif,2257.0,857.0,0.379707576,1147.8
Bihar,NALANDA,Maize,2004,Rabi,666.0,3263.0,4.899399399,1147.8
Bihar,NALANDA,Maize,2004,Summer,1628.0,5528.0,3.395577396,1147.8
Bihar,NALANDA,Maize,2005,Kharif,2462.0,934.0,0.379366369,907.8
Bihar,NALANDA,Maize,2005,Rabi,924.0,2265.0,2.451298701,907.8
Bihar,NALANDA,Maize,2005,Summer,1378.0,3275.0,2.376632801,907.8
Bihar,NALANDA,Maize,2006,Kharif,2858.0,936.0,0.327501749,1052.8
Bihar,NALANDA,Maize,2006,Rabi,751.0,1912.0,2.545938748,1052.8
Bihar,NALANDA,Maize,2006,Summer,1364.0,4999.0,3.664956012,1052.8
Bihar,NAWADA,Maize,2004,Kharif,1099.0,1326.0,1.20655141,1147.8
Bihar,NAWADA,Maize,2004,Rabi,136.0,421.0,3.095588235,1147.8
Bihar,NAWADA,Maize,2004,Summer,467.0,1384.0,2.96359743,1147.8
Bihar,NAWADA,Maize,2005,Kharif,1007.0,1274.0,1.265143992,907.8
Bihar,NAWADA,Maize,2005,Rabi,112.0,341.0,3.044642857,907.8
Bihar,NAWADA,Maize,2005,Summer,948.0,2370.0,2.5,907.8
Bihar,NAWADA,Maize,2006,Kharif,1509.0,2116.0,1.402253148,1052.8
Bihar,NAWADA,Maize,2006,Rabi,148.0,535.0,3.614864865,1052.8
Bihar,NAWADA,Maize,2006,Summer,1021.0,3334.0,3.265426053,1052.8
Bihar,PASHCHIM CHAMPARAN,Maize,2004,Kharif,4085.0,2283.0,0.558873929,1147.8
Bihar,PASHCHIM CHAMPARAN,Maize,2004,Rabi,5911.0,17136.0,2.899001861,1147.8
Bihar,PASHCHIM CHAMPARAN,Maize,2004,Summer,5996.0,22119.0,3.688959306,1147.8
Bihar,PASHCHIM CHAMPARAN,Maize,2005,Kharif,3956.0,2187.0,0.552831143,907.8
Bihar,PASHCHIM CHAMPARAN,Maize,2005,Rabi,5984.0,14278.0,2.386029412,907.8
Bihar,PASHCHIM CHAMPARAN,Maize,2005,Summer,6101.0,19200.0,3.147025078,907.8
Bihar,PASHCHIM CHAMPARAN,Maize,2006,Kharif,4116.0,6821.0,1.657191448,1052.8
Bihar,PASHCHIM CHAMPARAN,Maize,2006,Rabi,6045.0,4256.0,0.704052936,1052.8
Bihar,PASHCHIM CHAMPARAN,Maize,2006,Summer,6459.0,13734.0,2.126335346,1052.8
Bihar,PATNA,Maize,2004,Kharif,7689.0,11400.0,1.482637534,1147.8
Bihar,PATNA,Maize,2004,Rabi,770.0,3773.0,4.9,1147.8
Bihar,PATNA,Maize,2004,Summer,2065.0,5949.0,2.880871671,1147.8
Bihar,PATNA,Maize,2005,Kharif,9072.0,14022.0,1.545634921,907.8
Bihar,PATNA,Maize,2005,Rabi,678.0,1662.0,2.451327434,907.8
Bihar,PATNA,Maize,2005,Summer,3816.0,9328.0,2.444444444,907.8
Bihar,PATNA,Maize,2006,Kharif,7569.0,14350.0,1.895891135,1052.8
Bihar,PATNA,Maize,2006,Rabi,582.0,1072.0,1.841924399,1052.8
Bihar,PATNA,Maize,2006,Summer,3814.0,13123.0,3.440744625,1052.8
Bihar,PURBI CHAMPARAN,Maize,2004,Kharif,6100.0,14145.0,2.318852459,1147.8
Bihar,PURBI CHAMPARAN,Maize,2004,Rabi,6644.0,17361.0,2.613034317,1147.8
Bihar,PURBI CHAMPARAN,Maize,2004,Summer,4662.0,17212.0,3.691977692,1147.8
Bihar,PURBI CHAMPARAN,Maize,2005,Kharif,6179.0,14145.0,2.289205373,907.8
Bihar,PURBI CHAMPARAN,Maize,2005,Rabi,6656.0,22724.0,3.4140625,907.8
Bihar,PURBI CHAMPARAN,Maize,2005,Summer,4851.0,12025.0,2.478870336,907.8
Bihar,PURBI CHAMPARAN,Maize,2006,Kharif,6143.0,6175.0,1.005209181,1052.8
Bihar,PURBI CHAMPARAN,Maize,2006,Rabi,6235.0,3520.0,0.564554932,1052.8
Bihar,PURBI CHAMPARAN,Maize,2006,Summer,4806.0,10163.0,2.114648356,1052.8
Bihar,PURNIA,Maize,2004,Kharif,10013.0,20488.0,2.046140018,1147.8
Bihar,PURNIA,Maize,2004,Rabi,10774.0,33173.0,3.078986449,1147.8
Bihar,PURNIA,Maize,2004,Summer,13556.0,37216.0,2.745352611,1147.8
Bihar,PURNIA,Maize,2005,Kharif,15584.0,31267.0,2.006352669,907.8
Bihar,PURNIA,Maize,2005,Rabi,11859.0,27110.0,2.28602749,907.8
Bihar,PURNIA,Maize,2005,Summer,18603.0,30936.0,1.662957587,907.8
Bihar,PURNIA,Maize,2006,Kharif,13795.0,38097.0,2.761652773,1052.8
Bihar,PURNIA,Maize,2006,Rabi,11399.0,25750.0,2.258970085,1052.8
Bihar,PURNIA,Maize,2006,Summer,17774.0,86824.0,4.884888039,1052.8
Bihar,ROHTAS,Maize,2004,Kharif,511.0,664.0,1.299412916,1147.8
Bihar,ROHTAS,Maize,2004,Summer,146.0,398.0,2.726027397,1147.8
Bihar,ROHTAS,Maize,2005,Kharif,578.0,968.0,1.674740484,907.8
Bihar,ROHTAS,Maize,2005,Summer,16.0,38.0,2.375,907.8
Bihar,ROHTAS,Maize,2006,Kharif,574.0,953.0,1.660278746,1052.8
Bihar,ROHTAS,Maize,2006,Rabi,2.0,4.0,2.0,1052.8
Bihar,ROHTAS,Maize,2006,Summer,15.0,53.0,3.533333333,1052.8
Bihar,SAHARSA,Maize,2004,Kharif,5397.0,18828.0,3.48860478,1147.8
Bihar,SAHARSA,Maize,2004,Rabi,9411.0,36853.0,3.915949421,1147.8
Bihar,SAHARSA,Maize,2004,Summer,14222.0,38099.0,2.678877795,1147.8
Bihar,SAHARSA,Maize,2005,Kharif,3567.0,12891.0,3.613961312,907.8
Bihar,SAHARSA,Maize,2005,Rabi,12100.0,39095.0,3.230991736,907.8
Bihar,SAHARSA,Maize,2005,Summer,16024.0,51460.0,3.211432851,907.8
Bihar,SAHARSA,Maize,2006,Kharif,3995.0,11317.0,2.832790989,1052.8
Bihar,SAHARSA,Maize,2006,Rabi,10485.0,45390.0,4.329041488,1052.8
Bihar,SAHARSA,Maize,2006,Summer,15999.0,53394.0,3.337333583,1052.8
Bihar,SAMASTIPUR,Maize,2004,Kharif,14939.0,19246.0,1.288305777,1147.8
Bihar,SAMASTIPUR,Maize,2004,Rabi,23964.0,70981.0,2.961984644,1147.8
Bihar,SAMASTIPUR,Maize,2004,Summer,5172.0,9886.0,1.911446249,1147.8
Bihar,SAMASTIPUR,Maize,2005,Kharif,14933.0,19240.0,1.288421617,907.8
Bihar,SAMASTIPUR,Maize,2005,Rabi,24938.0,73442.0,2.944983559,907.8
Bihar,SAMASTIPUR,Maize,2005,Summer,5054.0,10500.0,2.077562327,907.8
Bihar,SAMASTIPUR,Maize,2006,Kharif,14158.0,20932.0,1.478457409,1052.8
Bihar,SAMASTIPUR,Maize,2006,Rabi,25263.0,118660.0,4.69698769,1052.8
Bihar,SAMASTIPUR,Maize,2006,Summer,5147.0,22237.0,4.320380804,1052.8
Bihar,SARAN,Maize,2004,Kharif,16583.0,31709.0,1.912138937,1147.8
Bihar,SARAN,Maize,2004,Rabi,5210.0,13067.0,2.50806142,1147.8
Bihar,SARAN,Maize,2004,Summer,6806.0,22808.0,3.351160741,1147.8
Bihar,SARAN,Maize,2005,Kharif,18368.0,35224.0,1.917682927,907.8
Bihar,SARAN,Maize,2005,Rabi,4967.0,9149.0,1.841956916,907.8
Bihar,SARAN,Maize,2005,Summer,4931.0,7429.0,1.506590955,907.8
Bihar,SARAN,Maize,2006,Kharif,17974.0,26446.0,1.471347502,1052.8
Bihar,SARAN,Maize,2006,Rabi,4850.0,10942.0,2.256082474,1052.8
Bihar,SARAN,Maize,2006,Summer,4953.0,16447.0,3.320613769,1052.8
Bihar,SHEIKHPURA,Maize,2004,Kharif,580.0,830.0,1.431034483,1147.8
Bihar,SHEIKHPURA,Maize,2004,Summer,182.0,408.0,2.241758242,1147.8
Bihar,SHEIKHPURA,Maize,2005,Kharif,2131.0,3010.0,1.412482403,907.8
Bihar,SHEIKHPURA,Maize,2005,Rabi,16.0,63.0,3.9375,907.8
Bihar,SHEIKHPURA,Maize,2005,Summer,53.0,120.0,2.264150943,907.8
Bihar,SHEIKHPURA,Maize,2006,Kharif,1361.0,1632.0,1.199118295,1052.8
Bihar,SHEIKHPURA,Maize,2006,Rabi,13.0,64.0,4.923076923,1052.8
Bihar,SHEIKHPURA,Maize,2006,Summer,57.0,210.0,3.684210526,1052.8
Bihar,SHEOHAR,Maize,2004,Rabi,748.0,2152.0,2.877005348,1147.8
Bihar,SHEOHAR,Maize,2004,Summer,468.0,1749.0,3.737179487,1147.8
Bihar,SHEOHAR,Maize,2005,Kharif,23.0,44.0,1.913043478,907.8
Bihar,SHEOHAR,Maize,2005,Rabi,768.0,1484.0,1.932291667,907.8
Bihar,SHEOHAR,Maize,2005,Summer,279.0,693.0,2.483870968,907.8
Bihar,SHEOHAR,Maize,2006,Kharif,29.0,31.0,1.068965517,1052.8
Bihar,SHEOHAR,Maize,2006,Rabi,668.0,2940.0,4.401197605,1052.8
Bihar,SHEOHAR,Maize,2006,Summer,275.0,626.0,2.276363636,1052.8
Bihar,SITAMARHI,Maize,2004,Kharif,210.0,374.0,1.780952381,1147.8
Bihar,SITAMARHI,Maize,2004,Rabi,1057.0,2029.0,1.919583728,1147.8
Bihar,SITAMARHI,Maize,2004,Summer,1384.0,4315.0,3.117774566,1147.8
Bihar,SITAMARHI,Maize,2005,Kharif,212.0,372.0,1.754716981,907.8
Bihar,SITAMARHI,Maize,2005,Rabi,1611.0,1260.0,0.782122905,907.8
Bihar,SITAMARHI,Maize,2005,Summer,4202.0,10418.0,2.479295574,907.8
Bihar,SITAMARHI,Maize,2006,Kharif,210.0,288.0,1.371428571,1052.8
Bihar,SITAMARHI,Maize,2006,Rabi,1737.0,3333.0,1.918825561,1052.8
Bihar,SITAMARHI,Maize,2006,Summer,4202.0,8939.0,2.127320324,1052.8
Bihar,SIWAN,Maize,2004,Kharif,11579.0,15204.0,1.313066759,1147.8
Bihar,SIWAN,Maize,2004,Rabi,4072.0,9223.0,2.264980354,1147.8
Bihar,SIWAN,Maize,2004,Summer,2504.0,8371.0,3.343051118,1147.8
Bihar,SIWAN,Maize,2005,Kharif,10434.0,13584.0,1.301897642,907.8
Bihar,SIWAN,Maize,2005,Rabi,4514.0,14860.0,3.291980505,907.8
Bihar,SIWAN,Maize,2005,Summer,3572.0,5747.0,1.608902576,907.8
Bihar,SIWAN,Maize,2006,Kharif,12011.0,17300.0,1.440346349,1052.8
Bihar,SIWAN,Maize,2006,Rabi,4095.0,15987.0,3.904029304,1052.8
Bihar,SIWAN,Maize,2006,Summer,3304.0,10925.0,3.306598063,1052.8
Bihar,SUPAUL,Maize,2004,Kharif,1549.0,4711.0,3.041316979,1147.8
Bihar,SUPAUL,Maize,2004,Rabi,3447.0,15584.0,4.521032782,1147.8
Bihar,SUPAUL,Maize,2004,Summer,6178.0,23272.0,3.766914859,1147.8
Bihar,SUPAUL,Maize,2005,Kharif,259.0,781.0,3.015444015,907.8
Bihar,SUPAUL,Maize,2005,Rabi,2707.0,9908.0,3.660140377,907.8
Bihar,SUPAUL,Maize,2005,Summer,6998.0,23036.0,3.291797656,907.8
Bihar,SUPAUL,Maize,2006,Kharif,407.0,924.0,2.27027027,1052.8
Bihar,SUPAUL,Maize,2006,Rabi,1861.0,7941.0,4.26706072,1052.8
Bihar,SUPAUL,Maize,2006,Summer,9634.0,45808.0,4.754826656,1052.8
Bihar,VAISHALI,Maize,2004,Kharif,17206.0,31763.0,1.846042078,1147.8
Bihar,VAISHALI,Maize,2004,Rabi,6439.0,21165.0,3.287001087,1147.8
Bihar,VAISHALI,Maize,2004,Summer,9679.0,28372.0,2.931294555,1147.8
Bihar,VAISHALI,Maize,2005,Kharif,15569.0,29187.0,1.874686878,907.8
Bihar,VAISHALI,Maize,2005,Rabi,7865.0,21983.0,2.795041322,907.8
Bihar,VAISHALI,Maize,2005,Summer,9762.0,26486.0,2.71317353,907.8
Bihar,VAISHALI,Maize,2006,Kharif,15801.0,23768.0,1.504208594,1052.8
Bihar,VAISHALI,Maize,2006,Rabi,7459.0,22347.0,2.995978013,1052.8
Bihar,VAISHALI,Maize,2006,Summer,10902.0,23682.0,2.17226197,1052.8
Bihar,ARARIA,Masoor,2004,Rabi,2832.0,1495.0,0.52789548,1147.8
Bihar,ARARIA,Masoor,2005,Rabi,2470.0,1228.0,0.497165992,907.8
Bihar,ARARIA,Masoor,2006,Rabi,2828.0,1326.0,0.468882603,1052.8
Bihar,ARWAL,Masoor,2004,Rabi,3090.0,1934.0,0.625889968,1147.8
Bihar,ARWAL,Masoor,2005,Rabi,2185.0,1623.0,0.742791762,907.8
Bihar,AURANGABAD,Masoor,2004,Rabi,12719.0,8216.0,0.645962733,1147.8
Bihar,AURANGABAD,Masoor,2005,Rabi,10780.0,5627.0,0.521985158,907.8
Bihar,AURANGABAD,Masoor,2006,Rabi,14345.0,12451.0,0.867967933,1052.8
Bihar,BANKA,Masoor,2004,Rabi,1378.0,956.0,0.693759071,1147.8
Bihar,BANKA,Masoor,2005,Rabi,1958.0,1145.0,0.584780388,907.8
Bihar,BANKA,Masoor,2006,Rabi,2969.0,1971.0,0.663859885,1052.8
Bihar,BEGUSARAI,Masoor,2004,Rabi,795.0,684.0,0.860377358,1147.8
Bihar,BEGUSARAI,Masoor,2005,Rabi,801.0,507.0,0.632958801,907.8
Bihar,BEGUSARAI,Masoor,2006,Rabi,818.0,658.0,0.804400978,1052.8
Bihar,BHAGALPUR,Masoor,2004,Rabi,3171.0,2201.0,0.694102807,1147.8
Bihar,BHAGALPUR,Masoor,2005,Rabi,3156.0,1849.0,0.585868188,907.8
Bihar,BHAGALPUR,Masoor,2006,Rabi,3161.0,1748.0,0.55298956,1052.8
Bihar,BHOJPUR,Masoor,2004,Rabi,6775.0,5867.0,0.86597786,1147.8
Bihar,BHOJPUR,Masoor,2005,Rabi,7705.0,5740.0,0.744970798,907.8
Bihar,BHOJPUR,Masoor,2006,Rabi,9533.0,5825.0,0.611035351,1052.8
Bihar,BUXAR,Masoor,2004,Rabi,8830.0,6614.0,0.749037373,1147.8
Bihar,BUXAR,Masoor,2005,Rabi,5884.0,5978.0,1.015975527,907.8
